線区コード(16進)	駅順コード(16進)	会社名	線区名	駅名	備考
0	1	試験	試験	端末試験用 V2	
0	2	試験	試験	端末試験用 V2-01	
0	3	試験	試験	端末試験用 V2-02	
0	4	試験	試験	端末試験用 V3-01-1	
0	5	試験	試験	端末試験用 V3-01-2	
0	6	試験	試験	端末試験用 V4-01	
0	7	試験	試験	端末試験用 V4-01-A	
0	ff	JR	Åì?¤Æ?	Åì?þ	
1	1	東日本旅客鉄道	東海道本	東京	
1	2	東日本旅客鉄道	東海道本	有楽町	
1	3	東日本旅客鉄道	東海道本	新橋	
1	4	東日本旅客鉄道	東海道本	浜松町	
1	6	東日本旅客鉄道	東海道本	田町	
1	7	東日本旅客鉄道	東海道本	品川	
1	8	東日本旅客鉄道	東海道本	大井町	
1	9	東日本旅客鉄道	東海道本	大森	
1	b	東日本旅客鉄道	東海道本	蒲田	
1	d	東日本旅客鉄道	東海道本	川崎	
1	e	東日本旅客鉄道	東海道本	鶴見	
1	10	東日本旅客鉄道	東海道本	新子安	
1	11	東日本旅客鉄道	東海道本	東神奈川	
1	12	東日本旅客鉄道	東海道本	横浜	
1	14	東日本旅客鉄道	東海道本	保土ヶ谷	
1	15	東日本旅客鉄道	東海道本	東戸塚	
1	16	東日本旅客鉄道	東海道本	戸塚	
1	18	東日本旅客鉄道	東海道本	大船	
1	19	東日本旅客鉄道	東海道本	藤沢	
1	1a	東日本旅客鉄道	東海道本	辻堂	
1	1b	東日本旅客鉄道	東海道本	茅ヶ崎	
1	1d	東日本旅客鉄道	東海道本	平塚	
1	1e	東日本旅客鉄道	東海道本	大磯	
1	20	東日本旅客鉄道	東海道本	二宮	
1	21	東日本旅客鉄道	東海道本	国府津	
1	22	東日本旅客鉄道	東海道本	鴨宮	
1	23	東日本旅客鉄道	東海道本	小田原	
1	25	東日本旅客鉄道	東海道本	早川	
1	26	東日本旅客鉄道	東海道本	根府川	
1	28	東日本旅客鉄道	東海道本	真鶴	
1	29	東日本旅客鉄道	東海道本	湯河原	
1	2b	東日本旅客鉄道	東海道本	熱海	
1	33	東海旅客鉄道	東海道本	函南	
1	35	東海旅客鉄道	東海道本	三島	
1	37	東海旅客鉄道	東海道本	沼津	
1	38	東海旅客鉄道	東海道本	片浜	
1	39	東海旅客鉄道	東海道本	原	
1	3b	東海旅客鉄道	東海道本	東田子の浦	
1	3c	東海旅客鉄道	東海道本	吉原	
1	3e	東海旅客鉄道	東海道本	富士	
1	40	東海旅客鉄道	東海道本	富士川	
1	41	東海旅客鉄道	東海道本	新蒲原	
1	42	東海旅客鉄道	東海道本	蒲原	
1	43	東海旅客鉄道	東海道本	由比	
1	45	東海旅客鉄道	東海道本	興津	
1	47	東海旅客鉄道	東海道本	清水	
1	49	東海旅客鉄道	東海道本	草薙	
1	4b	東海旅客鉄道	東海道本	東静岡	
1	4b	東海旅客鉄道	東海道本	東静岡	
1	4c	東海旅客鉄道	東海道本	静岡	
1	4e	東海旅客鉄道	東海道本	安倍川	
1	4f	東海旅客鉄道	東海道本	用宗	
1	51	東海旅客鉄道	東海道本	焼津	
1	52	東海旅客鉄道	東海道本	西焼津	
1	53	東海旅客鉄道	東海道本	藤枝	
1	55	東海旅客鉄道	東海道本	六合	
1	56	東海旅客鉄道	東海道本	島田	
1	58	東海旅客鉄道	東海道本	金谷	
1	5a	東海旅客鉄道	東海道本	菊川	
1	5c	東海旅客鉄道	東海道本	掛川	
1	5d	東海旅客鉄道	東海道本	愛野	
1	5e	東海旅客鉄道	東海道本	袋井	
1	60	東海旅客鉄道	東海道本	磐田	
1	61	東海旅客鉄道	東海道本	豊田町	
1	62	東海旅客鉄道	東海道本	天竜川	
1	64	東海旅客鉄道	東海道本	浜松	
1	66	東海旅客鉄道	東海道本	高塚	
1	68	東海旅客鉄道	東海道本	舞阪	
1	69	東海旅客鉄道	東海道本	弁天島	
1	6a	東海旅客鉄道	東海道本	新居町	
1	6b	東海旅客鉄道	東海道本	鷲津	
1	6d	東海旅客鉄道	東海道本	新所原	
1	6e	東海旅客鉄道	東海道本	二川	
1	70	東海旅客鉄道	東海道本	豊橋	
1	72	東海旅客鉄道	東海道本	西小坂井	
1	73	東海旅客鉄道	東海道本	愛知御津	
1	74	東海旅客鉄道	東海道本	三河大塚	
1	75	東海旅客鉄道	東海道本	三河三谷	
1	76	東海旅客鉄道	東海道本	蒲郡	
1	77	東海旅客鉄道	東海道本	三河塩津	
1	78	東海旅客鉄道	東海道本	三ヶ根	
1	79	東海旅客鉄道	東海道本	幸田	
1	7c	東海旅客鉄道	東海道本	岡崎	
1	7d	東海旅客鉄道	東海道本	西岡崎	
1	7e	東海旅客鉄道	東海道本	安城	
1	7f	東海旅客鉄道	東海道本	三河安城	
1	80	東海旅客鉄道	東海道本	東刈谷	
1	81	東海旅客鉄道	東海道本	野田新町	
1	82	東海旅客鉄道	東海道本	刈谷	
1	83	東海旅客鉄道	東海道本	逢妻	
1	84	東海旅客鉄道	東海道本	大府	
1	86	東海旅客鉄道	東海道本	共和	
1	87	東海旅客鉄道	東海道本	南大高	
1	88	東海旅客鉄道	東海道本	大高	
1	8a	東海旅客鉄道	東海道本	笠寺	
1	8c	東海旅客鉄道	東海道本	熱田	
1	8d	東海旅客鉄道	東海道本	金山	
1	8e	東海旅客鉄道	東海道本	尾頭橋	
1	90	東海旅客鉄道	東海道本	名古屋	
1	92	東海旅客鉄道	東海道本	枇杷島	
1	94	東海旅客鉄道	東海道本	清洲	
1	96	東海旅客鉄道	東海道本	稲沢	
1	99	東海旅客鉄道	東海道本	尾張一宮	
1	9b	東海旅客鉄道	東海道本	木曽川	
1	9e	東海旅客鉄道	東海道本	岐阜	
1	9f	東海旅客鉄道	東海道本	西岐阜	
1	a1	東海旅客鉄道	東海道本	穂積	
1	a3	東海旅客鉄道	東海道本	大垣	
1	a6	東海旅客鉄道	東海道本	垂井	
1	a8	東海旅客鉄道	東海道本	関ケ原	
1	aa	東海旅客鉄道	東海道本	柏原	
1	ab	東海旅客鉄道	東海道本	近江長岡	
1	ad	東海旅客鉄道	東海道本	醒ヶ井	
1	af	西日本旅客鉄道	東海道本	米原	琵琶湖線
1	b1	西日本旅客鉄道	東海道本	彦根	琵琶湖線
1	b2	西日本旅客鉄道	東海道本	南彦根	琵琶湖線
1	b3	西日本旅客鉄道	東海道本	河瀬	琵琶湖線
1	b5	西日本旅客鉄道	東海道本	稲枝	琵琶湖線
1	b6	西日本旅客鉄道	東海道本	能登川	琵琶湖線
1	b8	西日本旅客鉄道	東海道本	安土	琵琶湖線
1	ba	西日本旅客鉄道	東海道本	近江八幡	琵琶湖線
1	bc	西日本旅客鉄道	東海道本	篠原	琵琶湖線
1	be	西日本旅客鉄道	東海道本	野洲	琵琶湖線
1	c0	西日本旅客鉄道	東海道本	守山	琵琶湖線
1	c1	西日本旅客鉄道	東海道本	栗東	琵琶湖線
1	c2	西日本旅客鉄道	東海道本	草津	琵琶湖線
1	c3	西日本旅客鉄道	東海道本	南草津	琵琶湖線
1	c5	西日本旅客鉄道	東海道本	瀬田	琵琶湖線
1	c6	西日本旅客鉄道	東海道本	石山	琵琶湖線
1	c7	西日本旅客鉄道	東海道本	膳所	琵琶湖線
1	c8	西日本旅客鉄道	東海道本	大津	琵琶湖線
1	ca	西日本旅客鉄道	東海道本	山科	琵琶湖線
1	cc	西日本旅客鉄道	東海道本	京都	京都線・琵琶湖線
1	cd	西日本旅客鉄道	東海道本	西大路	京都線
1	cf	西日本旅客鉄道	東海道本	桂川	京都線
1	d0	西日本旅客鉄道	東海道本	向日町	京都線
1	d2	西日本旅客鉄道	東海道本	長岡京	京都線
1	d5	西日本旅客鉄道	東海道本	山崎	京都線
1	d6	西日本旅客鉄道	東海道本	島本	京都線
1	d8	西日本旅客鉄道	東海道本	高槻	京都線
1	db	西日本旅客鉄道	東海道本	摂津富田	京都線
1	dd	西日本旅客鉄道	東海道本	茨木	京都線
1	e0	西日本旅客鉄道	東海道本	千里丘	京都線
1	e1	西日本旅客鉄道	東海道本	岸辺	京都線
1	e2	西日本旅客鉄道	東海道本	吹田	京都線
1	e5	西日本旅客鉄道	東海道本	東淀川	京都線
1	e6	西日本旅客鉄道	東海道本	新大阪	京都線
1	e8	西日本旅客鉄道	東海道本	大阪	京都線・神戸線
1	ea	西日本旅客鉄道	東海道本	塚本	神戸線
1	ec	西日本旅客鉄道	東海道本	尼崎	神戸線
1	ee	西日本旅客鉄道	東海道本	立花	神戸線
1	ef	西日本旅客鉄道	東海道本	甲子園口	神戸線
1	f1	西日本旅客鉄道	東海道本	西宮	神戸線
1	f2	西日本旅客鉄道	東海道本	さくら夙川	神戸線
1	f3	西日本旅客鉄道	東海道本	芦屋	神戸線
1	f4	西日本旅客鉄道	東海道本	甲南山手	神戸線
1	f6	西日本旅客鉄道	東海道本	摂津本山	神戸線
1	f7	西日本旅客鉄道	東海道本	住吉	神戸線
1	f8	西日本旅客鉄道	東海道本	六甲道	神戸線
1	fa	西日本旅客鉄道	東海道本	灘	神戸線
1	fb	西日本旅客鉄道	東海道本	三ノ宮	神戸線
1	fc	西日本旅客鉄道	東海道本	元町	神戸線
1	fd	西日本旅客鉄道	東海道本	神戸	神戸線
2	1	東日本旅客鉄道	東北本	東京	
2	2	東日本旅客鉄道	東北本	神田	
2	3	東日本旅客鉄道	東北本	秋葉原	
2	4	東日本旅客鉄道	東北本	御徒町	
2	6	東日本旅客鉄道	東北本	上野	
2	7	東日本旅客鉄道	東北本	鴬谷	
2	8	東日本旅客鉄道	東北本	日暮里	
2	9	東日本旅客鉄道	東北本	西日暮里	
2	b	東日本旅客鉄道	東北本	田端	
2	c	東日本旅客鉄道	東北本	上中里	
2	d	東日本旅客鉄道	東北本	王子	
2	e	東日本旅客鉄道	東北本	東十条	
2	10	東日本旅客鉄道	東北本	赤羽	
2	11	東日本旅客鉄道	東北本	川口	
2	12	東日本旅客鉄道	東北本	西川口	
2	13	東日本旅客鉄道	東北本	蕨	
2	15	東日本旅客鉄道	東北本	南浦和	
2	16	東日本旅客鉄道	東北本	浦和	
2	17	東日本旅客鉄道	東北本	北浦和	
2	18	東日本旅客鉄道	東北本	与野	
2	19	東日本旅客鉄道	東北本	さいたま新都心	
2	1a	東日本旅客鉄道	東北本	大宮	
2	1b	東日本旅客鉄道	東北本	土呂	
2	1c	東日本旅客鉄道	東北本	東大宮	
2	1e	東日本旅客鉄道	東北本	蓮田	
2	20	東日本旅客鉄道	東北本	白岡	
2	21	東日本旅客鉄道	東北本	新白岡	
2	22	東日本旅客鉄道	東北本	久喜	
2	23	東日本旅客鉄道	東北本	東鷲宮	
2	24	東日本旅客鉄道	東北本	栗橋	
2	26	東日本旅客鉄道	東北本	古河	
2	27	東日本旅客鉄道	東北本	野木	
2	28	東日本旅客鉄道	東北本	間々田	
2	2a	東日本旅客鉄道	東北本	小山	
2	2c	東日本旅客鉄道	東北本	小金井	
2	2d	東日本旅客鉄道	東北本	自治医大	
2	2e	東日本旅客鉄道	東北本	石橋	
2	30	東日本旅客鉄道	東北本	雀宮	
2	32	東日本旅客鉄道	東北本	宇都宮	
2	34	東日本旅客鉄道	東北本	岡本	
2	35	東日本旅客鉄道	東北本	宝積寺	
2	36	東日本旅客鉄道	東北本	氏家	
2	37	東日本旅客鉄道	東北本	蒲須坂	
2	39	東日本旅客鉄道	東北本	片岡	
2	3a	東日本旅客鉄道	東北本	矢板	
2	3b	東日本旅客鉄道	東北本	野崎	
2	3c	東日本旅客鉄道	東北本	西那須野	
2	3e	東日本旅客鉄道	東北本	那須塩原	
2	3f	東日本旅客鉄道	東北本	黒磯	
2	40	東日本旅客鉄道	東北本	高久	
2	41	東日本旅客鉄道	東北本	黒田原	
2	43	東日本旅客鉄道	東北本	豊原	
2	44	東日本旅客鉄道	東北本	白坂	
2	45	東日本旅客鉄道	東北本	新白河	
2	46	東日本旅客鉄道	東北本	白河	
2	48	東日本旅客鉄道	東北本	久田野	
2	49	東日本旅客鉄道	東北本	泉崎	
2	4a	東日本旅客鉄道	東北本	矢吹	
2	4b	東日本旅客鉄道	東北本	鏡石	
2	4d	東日本旅客鉄道	東北本	須賀川	
2	4e	東日本旅客鉄道	東北本	安積永盛	
2	4f	東日本旅客鉄道	東北本	郡山	
2	50	東日本旅客鉄道	東北本	日和田	
2	52	東日本旅客鉄道	東北本	五百川	
2	53	東日本旅客鉄道	東北本	本宮	
2	54	東日本旅客鉄道	東北本	杉田	
2	55	東日本旅客鉄道	東北本	二本松	
2	57	東日本旅客鉄道	東北本	安達	
2	58	東日本旅客鉄道	東北本	松川	
2	59	東日本旅客鉄道	東北本	金谷川	
2	5b	東日本旅客鉄道	東北本	南福島	
2	5c	東日本旅客鉄道	東北本	福島	
2	5e	東日本旅客鉄道	東北本	東福島	
2	5f	東日本旅客鉄道	東北本	伊達	
2	60	東日本旅客鉄道	東北本	桑折	
2	61	東日本旅客鉄道	東北本	藤田	
2	63	東日本旅客鉄道	東北本	貝田	
2	64	東日本旅客鉄道	東北本	越河	
2	66	東日本旅客鉄道	東北本	白石	
2	67	東日本旅客鉄道	東北本	東白石	
2	68	東日本旅客鉄道	東北本	北白川	
2	69	東日本旅客鉄道	東北本	大河原	
2	6b	東日本旅客鉄道	東北本	船岡	
2	6c	東日本旅客鉄道	東北本	槻木	
2	6d	東日本旅客鉄道	東北本	岩沼	
2	6e	東日本旅客鉄道	東北本	館腰	
2	6f	東日本旅客鉄道	東北本	名取	
2	70	東日本旅客鉄道	東北本	南仙台	
2	71	東日本旅客鉄道	東北本	太子堂	
2	72	東日本旅客鉄道	東北本	長町	
2	73	東日本旅客鉄道	東北本	仙台	
2	73	東日本旅客鉄道	東北本	仙台	
2	75	東日本旅客鉄道	東北本	東仙台	
2	76	東日本旅客鉄道	東北本	岩切	
2	77	東日本旅客鉄道	東北本	陸前山王	
2	78	東日本旅客鉄道	東北本	国府多賀城	
2	79	東日本旅客鉄道	東北本	塩釜	
2	7a	東日本旅客鉄道	東北本	松島	
2	7b	東日本旅客鉄道	東北本	愛宕	
2	7c	東日本旅客鉄道	東北本	品井沼	
2	7e	東日本旅客鉄道	東北本	鹿島台	
2	7f	東日本旅客鉄道	東北本	松山町	
2	80	東日本旅客鉄道	東北本	小牛田	
2	82	東日本旅客鉄道	東北本	田尻	
2	84	東日本旅客鉄道	東北本	瀬峰	
2	85	東日本旅客鉄道	東北本	梅ヶ沢	
2	86	東日本旅客鉄道	東北本	新田	
2	88	東日本旅客鉄道	東北本	石越	
2	89	東日本旅客鉄道	東北本	油島	
2	8a	東日本旅客鉄道	東北本	花泉	
2	8b	東日本旅客鉄道	東北本	清水原	
2	8d	東日本旅客鉄道	東北本	有壁	
2	8f	東日本旅客鉄道	東北本	一ノ関	
2	90	東日本旅客鉄道	東北本	山ノ目	
2	91	東日本旅客鉄道	東北本	平泉	
2	92	東日本旅客鉄道	東北本	前沢	
2	94	東日本旅客鉄道	東北本	陸中折居	
2	95	東日本旅客鉄道	東北本	水沢	
2	96	東日本旅客鉄道	東北本	金ヶ崎	
2	97	東日本旅客鉄道	東北本	六原	
2	99	東日本旅客鉄道	東北本	北上	
2	9a	東日本旅客鉄道	東北本	村崎野	
2	9b	東日本旅客鉄道	東北本	花巻	
2	9c	東日本旅客鉄道	東北本	花巻空港	
2	9e	東日本旅客鉄道	東北本	石鳥谷	
2	9f	東日本旅客鉄道	東北本	日詰	
2	a0	東日本旅客鉄道	東北本	古館	
2	a1	東日本旅客鉄道	東北本	矢幅	
2	a3	東日本旅客鉄道	東北本	岩手飯岡	
2	a4	東日本旅客鉄道	東北本	仙北町	
2	a5	東日本旅客鉄道	東北本	盛岡	
2	a6	IGRいわて銀河鉄道	いわて銀河鉄道	廚川	旧JR東北本線
2	a8	IGRいわて銀河鉄道	いわて銀河鉄道	滝沢	旧JR東北本線
2	a9	IGRいわて銀河鉄道	いわて銀河鉄道	渋民	旧JR東北本線
2	aa	IGRいわて銀河鉄道	いわて銀河鉄道	好摩	旧JR東北本線
2	ab	IGRいわて銀河鉄道	いわて銀河鉄道	岩手川口	旧JR東北本線
2	ad	IGRいわて銀河鉄道	いわて銀河鉄道	いわて沼宮内	旧JR東北本線
2	ae	IGRいわて銀河鉄道	いわて銀河鉄道	御堂	旧JR東北本線
2	af	IGRいわて銀河鉄道	いわて銀河鉄道	奥中山	旧JR東北本線
2	b0	IGRいわて銀河鉄道	いわて銀河鉄道	小繋	旧JR東北本線
2	b2	IGRいわて銀河鉄道	いわて銀河鉄道	小鳥谷	旧JR東北本線
2	b3	IGRいわて銀河鉄道	いわて銀河鉄道	一戸	旧JR東北本線
2	b4	IGRいわて銀河鉄道	いわて銀河鉄道	二戸	旧JR東北本線
2	b5	IGRいわて銀河鉄道	いわて銀河鉄道	斗米	旧JR東北本線
2	b7	IGRいわて銀河鉄道	いわて銀河鉄道	金田一温泉	旧JR東北本線
2	b8	IGRいわて銀河鉄道	いわて銀河鉄道	目時	旧JR東北本線
2	b9	青い森鉄道	青い森鉄道	三戸	旧JR東北本線
2	ba	青い森鉄道	青い森鉄道	諏訪ノ平	旧JR東北本線
2	bc	青い森鉄道	青い森鉄道	剣吉	旧JR東北本線
2	bd	青い森鉄道	青い森鉄道	苫米地	旧JR東北本線
2	be	青い森鉄道	青い森鉄道	北高岩	旧JR東北本線
2	bf	東日本旅客鉄道	東北本	八戸	
2	c1	東日本旅客鉄道	東北本	陸奥市川	
2	c2	東日本旅客鉄道	東北本	下田	
2	c3	東日本旅客鉄道	東北本	向山	
2	c4	東日本旅客鉄道	東北本	三沢	
2	c6	東日本旅客鉄道	東北本	小川原	
2	c7	東日本旅客鉄道	東北本	上北町	
2	c8	東日本旅客鉄道	東北本	乙供	
2	c9	東日本旅客鉄道	東北本	千曳	
2	ca	東日本旅客鉄道	東北新幹	七戸十和田	
2	cb	東日本旅客鉄道	東北本	野辺地	
2	cc	東日本旅客鉄道	東北本	狩湯沢	
2	cd	東日本旅客鉄道	東北本	清水川	
2	ce	東日本旅客鉄道	東北本	小湊	
2	d0	東日本旅客鉄道	東北本	西平内	
2	d1	東日本旅客鉄道	東北本	浅虫温泉	
2	d2	東日本旅客鉄道	東北本	野内	
2	d4	東日本旅客鉄道	東北本	矢田前	
2	d5	東日本旅客鉄道	東北本	小柳	
2	d6	東日本旅客鉄道	東北本	東青森	
2	d8	東日本旅客鉄道	東北本	青森	
2	fc	東日本旅客鉄道	携帯端末	携帯端末	
2	fd	東日本旅客鉄道	モバイルSuica	モバイルSuica	
2	fe	東日本旅客鉄道	Suicaインターネットサービス	Suicaインターネットサービス	
2	ff	東日本旅客鉄道	臨時窓口	臨時窓口	
3	1	東日本旅客鉄道	中央本	東京	
3	2	東日本旅客鉄道	中央本	神田	
3	3	東日本旅客鉄道	中央本	御茶ノ水	
3	4	東日本旅客鉄道	中央本	水道橋	
3	6	東日本旅客鉄道	中央本	飯田橋	
3	7	東日本旅客鉄道	中央本	市ヶ谷	
3	8	東日本旅客鉄道	中央本	四ツ谷	
3	9	東日本旅客鉄道	中央本	信濃町	
3	b	東日本旅客鉄道	中央本	千駄ヶ谷	
3	c	東日本旅客鉄道	中央本	代々木	
3	d	東日本旅客鉄道	中央本	新宿	
3	e	東日本旅客鉄道	中央本	大久保	
3	10	東日本旅客鉄道	中央本	東中野	
3	11	東日本旅客鉄道	中央本	中野	
3	12	東日本旅客鉄道	中央本	高円寺	
3	13	東日本旅客鉄道	中央本	阿佐ヶ谷	
3	15	東日本旅客鉄道	中央本	荻窪	
3	16	東日本旅客鉄道	中央本	西荻窪	
3	17	東日本旅客鉄道	中央本	吉祥寺	
3	18	東日本旅客鉄道	中央本	三鷹	
3	1a	東日本旅客鉄道	中央本	武蔵境	
3	1b	東日本旅客鉄道	中央本	東小金井	
3	1c	東日本旅客鉄道	中央本	武蔵小金井	
3	1d	東日本旅客鉄道	中央本	国分寺	
3	1f	東日本旅客鉄道	中央本	西国分寺	
3	20	東日本旅客鉄道	中央本	国立	
3	22	東日本旅客鉄道	中央本	立川	
3	24	東日本旅客鉄道	中央本	日野	
3	25	東日本旅客鉄道	中央本	豊田	
3	27	東日本旅客鉄道	中央本	八王子	
3	28	東日本旅客鉄道	中央本	西八王子	
3	29	東日本旅客鉄道	中央本	高尾	
3	2a	東日本旅客鉄道	中央本	相模湖	
3	2c	東日本旅客鉄道	中央本	藤野	
3	2d	東日本旅客鉄道	中央本	上野原	
3	2e	東日本旅客鉄道	中央本	四方津	
3	2f	東日本旅客鉄道	中央本	梁川	
3	31	東日本旅客鉄道	中央本	鳥沢	
3	32	東日本旅客鉄道	中央本	猿橋	
3	33	東日本旅客鉄道	中央本	大月	
3	35	東日本旅客鉄道	中央本	初狩	
3	37	東日本旅客鉄道	中央本	笹子	
3	39	東日本旅客鉄道	中央本	甲斐大和	旧 初鹿子
3	3b	東日本旅客鉄道	中央本	勝沼ぶどう郷	旧 勝沼
3	3c	東日本旅客鉄道	中央本	塩山	
3	3d	東日本旅客鉄道	中央本	東山梨	
3	3e	東日本旅客鉄道	中央本	山梨市	
3	40	東日本旅客鉄道	中央本	春日居町	旧 別田
3	41	東日本旅客鉄道	中央本	石和温泉	
3	42	東日本旅客鉄道	中央本	酒折	
3	43	東日本旅客鉄道	中央本	甲府	
3	45	東日本旅客鉄道	中央本	竜王	
3	46	東日本旅客鉄道	中央本	塩崎	
3	47	東日本旅客鉄道	中央本	韮崎	
3	48	東日本旅客鉄道	中央本	新府	
3	49	東日本旅客鉄道	中央本	穴山	
3	4b	東日本旅客鉄道	中央本	日野春	
3	4c	東日本旅客鉄道	中央本	長坂	
3	4d	東日本旅客鉄道	中央本	小淵沢	
3	4e	東日本旅客鉄道	中央本	信濃境	
3	4f	東日本旅客鉄道	中央本	富士見	
3	50	東日本旅客鉄道	中央本	すずらんの里	
3	51	東日本旅客鉄道	中央本	青柳	
3	52	東日本旅客鉄道	中央本	茅野	
3	53	東日本旅客鉄道	中央本	上諏訪	
3	54	東日本旅客鉄道	中央本	下諏訪	
3	55	東日本旅客鉄道	中央本	岡谷	
3	58	東日本旅客鉄道	中央本	みどり湖	
3	5c	東日本旅客鉄道	中央本	塩尻	
3	5e	東海旅客鉄道	中央本	洗馬	
3	5f	東海旅客鉄道	中央本	日出塩	
3	60	東海旅客鉄道	中央本	贄川	
3	61	東海旅客鉄道	中央本	木曽平沢	
3	63	東海旅客鉄道	中央本	奈良井	
3	64	東海旅客鉄道	中央本	藪原	
3	65	東海旅客鉄道	中央本	宮ノ越	
3	66	東海旅客鉄道	中央本	原野	
3	68	東海旅客鉄道	中央本	木曽福島	
3	69	東海旅客鉄道	中央本	上松	
3	6a	東海旅客鉄道	中央本	倉本	
3	6b	東海旅客鉄道	中央本	須原	
3	6d	東海旅客鉄道	中央本	大桑	
3	6e	東海旅客鉄道	中央本	野尻	
3	6f	東海旅客鉄道	中央本	十二兼	
3	70	東海旅客鉄道	中央本	南木曽	
3	72	東海旅客鉄道	中央本	田立	
3	73	東海旅客鉄道	中央本	坂下	
3	74	東海旅客鉄道	中央本	落合川	
3	75	東海旅客鉄道	中央本	中津川	
3	77	東海旅客鉄道	中央本	美乃坂本	
3	79	東海旅客鉄道	中央本	恵那	
3	7b	東海旅客鉄道	中央本	武並	
3	7d	東海旅客鉄道	中央本	釜戸	
3	7f	東海旅客鉄道	中央本	瑞浪	
3	81	東海旅客鉄道	中央本	土岐市	
3	83	東海旅客鉄道	中央本	多治見	
3	85	東海旅客鉄道	中央本	古虎渓	
3	87	東海旅客鉄道	中央本	定光寺	
3	89	東海旅客鉄道	中央本	高蔵寺	
3	8b	東海旅客鉄道	中央本	神領	
3	8c	東海旅客鉄道	中央本	春日井	
3	8e	東海旅客鉄道	中央本	勝川	
3	8f	東海旅客鉄道	中央本	新守山	
3	91	東海旅客鉄道	中央本	大曽根	
3	92	東海旅客鉄道	中央本	千種	
3	93	東海旅客鉄道	中央本	鶴舞	
4	1	東日本旅客鉄道	高崎	大宮	
4	3	東日本旅客鉄道	高崎	宮原	
4	5	東日本旅客鉄道	高崎	上尾	
4	6	東日本旅客鉄道	高崎	北上尾	
4	7	東日本旅客鉄道	高崎	桶川	
4	9	東日本旅客鉄道	高崎	北本	
4	b	東日本旅客鉄道	高崎	鴻巣	
4	c	東日本旅客鉄道	高崎	北鴻巣	
4	d	東日本旅客鉄道	高崎	吹上	
4	e	東日本旅客鉄道	高崎	行田	
4	f	東日本旅客鉄道	高崎	熊谷	
4	11	東日本旅客鉄道	高崎	籠原	
4	12	東日本旅客鉄道	高崎	深谷	
4	13	東日本旅客鉄道	高崎	岡部	
4	15	東日本旅客鉄道	高崎	本庄	
4	16	東日本旅客鉄道	高崎	神保原	
4	17	東日本旅客鉄道	高崎	新町	
4	19	東日本旅客鉄道	高崎	倉賀野	
4	1a	東日本旅客鉄道	高崎	高崎	
4	1b	東日本旅客鉄道	信越本	北高崎	
4	1c	東日本旅客鉄道	信越本	群馬八幡	
4	1d	東日本旅客鉄道	信越本	安中	
4	1e	東日本旅客鉄道	信越本	磯部	
4	20	東日本旅客鉄道	信越本	松井田	
4	21	東日本旅客鉄道	信越本	西松井田	
4	22	東日本旅客鉄道	信越本	横川	
4	23	しなの鉄道	しなの鉄道	軽井沢	旧JR信越本線
4	25	しなの鉄道	しなの鉄道	中軽井沢	旧JR信越本線
4	26	しなの鉄道	しなの鉄道	信濃追分	旧JR信越本線
4	27	しなの鉄道	しなの鉄道	御代田	旧JR信越本線
4	28	しなの鉄道	しなの鉄道	平原	旧JR信越本線
4	2a	しなの鉄道	しなの鉄道	小諸	旧JR信越本線
4	2b	しなの鉄道	しなの鉄道	滋野	旧JR信越本線
4	2c	しなの鉄道	しなの鉄道	田中	旧JR信越本線
4	2d	しなの鉄道	しなの鉄道	大屋	旧JR信越本線
4	2e	しなの鉄道	しなの鉄道	上田	旧JR信越本線
4	30	しなの鉄道	しなの鉄道	西上田	旧JR信越本線
4	31	しなの鉄道	しなの鉄道	坂城	旧JR信越本線
4	32	しなの鉄道	しなの鉄道	戸倉	旧JR信越本線
4	33	しなの鉄道	しなの鉄道	屋代	旧JR信越本線
4	35	しなの鉄道	しなの鉄道	篠ノ井	旧JR信越本線
4	36	東日本旅客鉄道	信越本	川中島	
4	37	東日本旅客鉄道	信越本	安茂里	
4	38	東日本旅客鉄道	信越本	長野	
4	39	東日本旅客鉄道	信越本	北長野	
4	3a	東日本旅客鉄道	信越本	三才	
4	3b	東日本旅客鉄道	信越本	豊野	
4	3c	東日本旅客鉄道	信越本	牟礼	
4	3d	東日本旅客鉄道	信越本	古間	
4	3f	東日本旅客鉄道	信越本	黒姫	
4	40	東日本旅客鉄道	信越本	妙高高原	
4	41	東日本旅客鉄道	信越本	関山	
4	42	東日本旅客鉄道	信越本	二本木	
4	44	東日本旅客鉄道	信越本	新井	
4	45	東日本旅客鉄道	信越本	北新井	
4	46	東日本旅客鉄道	信越本	脇野田	
4	47	東日本旅客鉄道	信越本	南高田	
4	49	東日本旅客鉄道	信越本	高田	
4	4a	東日本旅客鉄道	信越本	春日山	
4	4b	東日本旅客鉄道	信越本	直江津	
4	4c	東日本旅客鉄道	信越本	黒井	
4	4e	東日本旅客鉄道	信越本	犀潟	
4	4f	東日本旅客鉄道	信越本	土底浜	
4	50	東日本旅客鉄道	信越本	潟町	
4	51	東日本旅客鉄道	信越本	上下浜	
4	53	東日本旅客鉄道	信越本	柿崎	
4	54	東日本旅客鉄道	信越本	米山	
4	55	東日本旅客鉄道	信越本	笠島	
4	56	東日本旅客鉄道	信越本	青海川	
4	58	東日本旅客鉄道	信越本	鯨波	
4	59	東日本旅客鉄道	信越本	柏崎	
4	5a	東日本旅客鉄道	信越本	茨目	
4	5b	東日本旅客鉄道	信越本	安田	
