線区コード(16進)	駅順コード(16進)	会社名	線区名	駅名	備考
a3	1	東武鉄道	宇都宮	新栃木	
a3	2	東武鉄道	宇都宮	野州平川	
a3	3	東武鉄道	宇都宮	野州大塚	
a3	5	東武鉄道	宇都宮	壬生	
a3	7	東武鉄道	宇都宮	国谷	
a3	8	東武鉄道	宇都宮	おもちゃのまち	
a3	a	東武鉄道	宇都宮	安塚	
a3	c	東武鉄道	宇都宮	西川田	
a3	d	東武鉄道	宇都宮	江曾島	
a3	e	東武鉄道	宇都宮	南宇都宮	
a3	10	東武鉄道	宇都宮	東武宇都宮	
a4	1	東武鉄道	鬼怒川	下今市	
a4	2	東武鉄道	鬼怒川	大谷向	
a4	4	東武鉄道	鬼怒川	大桑	
a4	6	東武鉄道	鬼怒川	新高徳	
a4	8	東武鉄道	鬼怒川	小佐越	
a4	a	東武鉄道	鬼怒川	鬼怒川温泉	
a4	b	東武鉄道	鬼怒川	鬼怒川公園	
a4	c	東武鉄道	鬼怒川	新藤原	
a4	1d	蒲原鉄道	蒲原鉄道	五泉	廃止
a5	1	東武鉄道	野田	大宮	
a5	2	東武鉄道	野田	北大宮	
a5	3	東武鉄道	野田	大宮公園	
a5	4	東武鉄道	野田	大和田	
a5	5	東武鉄道	野田	七里	
a5	7	東武鉄道	野田	岩槻	
a5	9	東武鉄道	野田	東岩槻	
a5	a	東武鉄道	野田	豊春	
a5	b	東武鉄道	野田	八木崎	
a5	d	東武鉄道	野田	春日部	
a5	e	東武鉄道	野田	藤の牛島	
a5	10	東武鉄道	野田	南桜井	
a5	12	東武鉄道	野田	川間	
a5	14	東武鉄道	野田	七光台	
a5	15	東武鉄道	野田	清水公園	
a5	16	東武鉄道	野田	愛宕	
a5	17	東武鉄道	野田	野田市	
a5	19	東武鉄道	野田	梅郷	
a5	1b	東武鉄道	野田	運河	
a5	1c	東武鉄道	野田	江戸川台	
a5	1d	東武鉄道	野田	初石	
a5	1e	東武鉄道	野田	流山おおたかの森	
a5	1f	東武鉄道	野田	豊四季	
a5	21	東武鉄道	野田	柏	
a5	23	東武鉄道	野田	新柏	
a5	24	東武鉄道	野田	増尾	
a5	25	東武鉄道	野田	逆井	
a5	27	東武鉄道	野田	高柳	
a5	28	東武鉄道	野田	六実	
a5	29	東武鉄道	野田	新鎌ヶ谷	
a5	2a	東武鉄道	野田	鎌ヶ谷	
a5	2c	東武鉄道	野田	馬込沢	
a5	2e	東武鉄道	野田	塚田	
a5	2f	東武鉄道	野田	新船橋	
a5	30	東武鉄道	野田	船橋	
a8	1	東武鉄道	伊勢崎	曳舟	押上支線
a8	3	東武鉄道	伊勢崎	押上	押上支線
a9	1	東武鉄道	東上本	池袋	
a9	2	東武鉄道	東上本	北池袋	
a9	3	東武鉄道	東上本	下板橋	
a9	4	東武鉄道	東上本	大山	
a9	5	東武鉄道	東上本	中板橋	
a9	6	東武鉄道	東上本	ときわ台	
a9	7	東武鉄道	東上本	上板橋	
a9	8	東武鉄道	東上本	東武練馬	
a9	9	東武鉄道	東上本	下赤塚	
a9	a	東武鉄道	東上本	成増	
a9	c	東武鉄道	東上本	和光市	
a9	d	東武鉄道	東上本	朝霞	
a9	e	東武鉄道	東上本	朝霞台	
a9	f	東武鉄道	東上本	志木	
a9	10	東武鉄道	東上本	柳瀬川	
a9	11	東武鉄道	東上本	みずほ台	
a9	12	東武鉄道	東上本	鶴瀬	
a9	13	東武鉄道	東上本	ふじみ野	
a9	14	東武鉄道	東上本	上福岡	
a9	16	東武鉄道	東上本	新河岸	
a9	18	東武鉄道	東上本	川越	
a9	19	東武鉄道	東上本	川越市	
a9	1b	東武鉄道	東上本	霞ヶ関	
a9	1d	東武鉄道	東上本	鶴ヶ島	
a9	1e	東武鉄道	東上本	若葉	
a9	1f	東武鉄道	東上本	坂戸	
a9	20	東武鉄道	東上本	北坂戸	
a9	22	東武鉄道	東上本	高坂	
a9	24	東武鉄道	東上本	東松山	
a9	26	東武鉄道	東上本	森林公園	
a9	28	東武鉄道	東上本	つきのわ	
a9	29	東武鉄道	東上本	武蔵嵐山	
a9	2c	東武鉄道	東上本	小川町	
a9	2e	東武鉄道	東上本	東武竹沢	
a9	30	東武鉄道	東上本	男衾	
a9	32	東武鉄道	東上本	鉢形	
a9	33	東武鉄道	東上本	玉淀	
a9	34	東武鉄道	東上本	寄居	
aa	1	東武鉄道	越生	坂戸	
aa	3	東武鉄道	越生	一本松	
aa	4	東武鉄道	越生	西大家	
aa	5	東武鉄道	越生	川角	
aa	6	東武鉄道	越生	武州長瀬	
aa	7	東武鉄道	越生	東毛呂	
aa	8	東武鉄道	越生	武州唐沢	
aa	9	東武鉄道	越生	越生	
ae	1	京成電鉄	成田空港	印旛日本医大	
ae	3	京成電鉄	成田空港	成田湯川	
ae	7	京成電鉄	成田空港	空港第2ビル	
ae	9	京成電鉄（成田スカイアクセス）	成田スカイアクセス	成田空港	
af	1	京成電鉄	本	京成上野	
af	3	京成電鉄	本	日暮里	
af	4	京成電鉄	本	新三河島	
af	5	京成電鉄	本	町屋	
af	6	京成電鉄	本	千住大橋	
af	7	京成電鉄	本	京成関屋	
af	8	京成電鉄	本	堀切菖蒲園	
af	9	京成電鉄	本	お花茶屋	
af	a	京成電鉄	本	青砥	
af	b	京成電鉄	本	京成高砂	
af	d	京成電鉄	本	京成小岩	
af	e	京成電鉄	本	江戸川	
af	f	京成電鉄	本	国府台	
af	10	京成電鉄	本	市川真間	
af	11	京成電鉄	本	菅野	
af	12	京成電鉄	本	京成八幡	
af	13	京成電鉄	本	鬼越	
af	14	京成電鉄	本	京成中山	
af	15	京成電鉄	本	東中山	
af	16	京成電鉄	本	京成西船	
af	17	京成電鉄	本	海神	
af	19	京成電鉄	本	京成船橋	
af	1b	京成電鉄	本	大神宮下	
af	1c	京成電鉄	本	船橋競馬場	
af	1d	京成電鉄	本	谷津	
af	1f	京成電鉄	本	京成津田沼	
af	21	京成電鉄	本	京成大久保	
af	23	京成電鉄	本	実籾	
af	25	京成電鉄	本	八千代台	
af	27	京成電鉄	本	京成大和田	
af	29	京成電鉄	本	勝田台	
af	2b	京成電鉄	本	志津	
af	2c	京成電鉄	本	ユーカリが丘	
af	2e	京成電鉄	本	京成臼井	
af	31	京成電鉄	本	京成佐倉	
af	33	京成電鉄	本	大佐倉	
af	35	京成電鉄	本	京成酒々井	
af	37	京成電鉄	本	宗吾参道	
af	39	京成電鉄	本	公津の杜	
af	3a	京成電鉄	本	京成成田	
af	3c	?þÀ®ÅÅÅ´	ËÜ	¶ð°æÌî¿®?æ?ì	
af	3d	京成電鉄	東成田	東成田	
b0	1	京成電鉄	押上	青砥	
b0	2	京成電鉄	押上	京成立石	
b0	3	京成電鉄	押上	四ッ木	
b0	4	京成電鉄	押上	八広	
b0	5	京成電鉄	押上	京成曳舟	
b0	6	京成電鉄	押上	押上	
b1	1	京成電鉄	金町	京成高砂	
b1	2	京成電鉄	金町	柴又	
b1	4	京成電鉄	金町	金町	
b2	1	京成電鉄	千葉	京成津田沼	
b2	3	京成電鉄	千葉	京成幕張本郷	
b2	4	京成電鉄	千葉	京成幕張	
b2	6	京成電鉄	千葉	検見川	
b2	8	京成電鉄	千葉	京成稲毛	
b2	a	京成電鉄	千葉	みどり台	
b2	b	京成電鉄	千葉	西登戸	
b2	c	京成電鉄	千葉	新千葉	
b2	d	京成電鉄	千葉	京成千葉	
b2	e	京成電鉄	千葉	千葉中央	
b3	1	京成電鉄	本	京成成田	成田空港高速鉄道
b3	4	京成電鉄	本	空港第2ビル	成田空港高速鉄道
b3	5	京成電鉄	本	成田空港	成田空港高速鉄道
b4	1	芝山鉄道	芝山鉄道	東成田	
b4	3	芝山鉄道	芝山鉄道	芝山千代田	
b5	1	京成電鉄	千原	千葉中央	
b5	4	京成電鉄	千原	千葉寺	
b5	6	京成電鉄	千原	大森台	
b5	9	京成電鉄	千原	学園前	
b5	b	京成電鉄	千原	おゆみ野	
b5	e	京成電鉄	千原	ちはら台	
b6	1	新京成電鉄	新京成	松戸	
b6	2	新京成電鉄	新京成	上本郷	
b6	3	新京成電鉄	新京成	松戸新田	
b6	4	新京成電鉄	新京成	みのり台	
b6	5	新京成電鉄	新京成	八柱	
b6	6	新京成電鉄	新京成	常盤平	
b6	8	新京成電鉄	新京成	五香	
b6	9	新京成電鉄	新京成	元山	
b6	a	新京成電鉄	新京成	くぬぎ山	
b6	b	新京成電鉄	新京成	北初富	
b6	c	新京成電鉄	新京成	新鎌ヶ谷	
b6	d	新京成電鉄	新京成	初富	
b6	e	新京成電鉄	新京成	鎌ヶ谷大仏	
b6	f	新京成電鉄	新京成	二和向台	
b6	10	新京成電鉄	新京成	三咲	
b6	11	新京成電鉄	新京成	滝不動	
b6	12	新京成電鉄	新京成	高根公団	
b6	13	新京成電鉄	新京成	高根木戸	
b6	14	新京成電鉄	新京成	北習志野	
b6	15	新京成電鉄	新京成	習志野	
b6	16	新京成電鉄	新京成	薬園台	
b6	17	新京成電鉄	新京成	前原	
b6	18	新京成電鉄	新京成	新津田沼	
b6	19	新京成電鉄	新京成	京成津田沼	
b8	1	東葉高速鉄道	東葉高速	西船橋	
b8	3	東葉高速鉄道	東葉高速	東海神	
b8	6	東葉高速鉄道	東葉高速	飯山満	
b8	8	東葉高速鉄道	東葉高速	北習志野	
b8	9	東葉高速鉄道	東葉高速	船橋日大前	
b8	b	東葉高速鉄道	東葉高速	八千代緑が丘	
b8	e	東葉高速鉄道	東葉高速	八千代中央	
b8	10	東葉高速鉄道	東葉高速	村上	
b8	11	東葉高速鉄道	東葉高速	東葉勝田台	
b9	1	北総鉄道	北総	京成高砂	
b9	2	北総鉄道	北総	新柴又	
b9	3	北総鉄道	北総	矢切	
b9	4	北総鉄道	北総	北国分	
b9	6	北総鉄道	北総	秋山	
b9	7	北総鉄道	北総	東松戸	
b9	c	北総鉄道	北総	松飛台	
b9	e	北総鉄道	北総	大町	
b9	10	北総鉄道	北総	新鎌ケ谷	
b9	12	北総鉄道	北総	西白井	
b9	14	北総鉄道	北総	白井	
b9	16	北総鉄道	北総	小室	
b9	19	北総鉄道	北総	千葉ニュータウン中央	
b9	1d	北総鉄道	北総	印西牧の原	
b9	21	北総鉄道	北総	印旛日本医大	
ba	1	西武鉄道	池袋	池袋	
ba	3	西武鉄道	池袋	椎名町	
ba	4	西武鉄道	池袋	東長崎	
ba	5	西武鉄道	池袋	江古田	
ba	6	西武鉄道	池袋	桜台	
ba	7	西武鉄道	池袋	練馬	
ba	8	西武鉄道	豊島	豊島園	
ba	9	西武鉄道	西武有楽町	小竹向原	
ba	a	西武鉄道	西武有楽町	新桜台	
ba	b	西武鉄道	池袋	中村橋	
ba	c	西武鉄道	池袋	富士見台	
ba	d	西武鉄道	池袋	練馬高野台	
ba	e	西武鉄道	池袋	石神井公園	
ba	f	西武鉄道	池袋	大泉学園	
ba	10	西武鉄道	池袋	保谷	
ba	12	西武鉄道	池袋	ひばりケ丘	
ba	13	西武鉄道	池袋	東久留米	
ba	14	西武鉄道	池袋	清瀬	
ba	16	西武鉄道	池袋	秋津	
ba	1d	西武鉄道	池袋	所沢	
ba	1f	西武鉄道	池袋	西所沢	
ba	20	西武鉄道	狭山	下山口	
ba	22	西武鉄道	狭山	西武球場前	
ba	24	西武鉄道	池袋	小手指	
ba	26	西武鉄道	池袋	狭山ヶ丘	
ba	27	西武鉄道	池袋	武蔵藤沢	
ba	2a	西武鉄道	池袋	稲荷山公園	
ba	2b	西武鉄道	池袋	入間市	
ba	2d	西武鉄道	池袋	仏子	
ba	2e	西武鉄道	池袋	元加治	
ba	30	西武鉄道	池袋	飯能	
ba	31	西武鉄道	池袋	東飯能	
ba	32	西武鉄道	池袋	武蔵丘	
ba	33	西武鉄道	池袋	高麗	
ba	35	西武鉄道	池袋	武蔵横手	
ba	37	西武鉄道	池袋	東吾野	
ba	3a	西武鉄道	池袋	吾野	
ba	3c	西武鉄道	西武秩父	西吾野	
ba	3e	西武鉄道	西武秩父	正丸	
ba	42	西武鉄道	西武秩父	芦ヶ久保	
ba	45	西武鉄道	西武秩父	横瀬	
ba	47	西武鉄道	西武秩父	西武秩父	
bd	1	西武鉄道	新宿	西武新宿	
bd	3	西武鉄道	新宿	高田馬場	
bd	4	西武鉄道	新宿	下落合	
bd	5	西武鉄道	新宿	中井	
bd	6	西武鉄道	新宿	新井薬師前	
bd	7	西武鉄道	新宿	沼袋	
bd	8	西武鉄道	新宿	野方	
bd	9	西武鉄道	新宿	都立家政	
bd	a	西武鉄道	新宿	鷺ノ宮	
bd	b	西武鉄道	新宿	下井草	
bd	c	西武鉄道	新宿	井荻	
bd	d	西武鉄道	新宿	上井草	
bd	e	西武鉄道	新宿	上石神井	
bd	f	西武鉄道	新宿	武蔵関	
bd	10	西武鉄道	新宿	東伏見	
bd	11	西武鉄道	新宿	西武柳沢	
bd	12	西武鉄道	新宿	田無	
bd	14	西武鉄道	新宿	花小金井	
bd	16	西武鉄道	新宿	小平	
bd	18	西武鉄道	新宿	久米川	
bd	19	西武鉄道	新宿	東村山	
bd	1d	西武鉄道	新宿	所沢	
bd	1f	西武鉄道	新宿	航空公園	
bd	20	西武鉄道	新宿	新所沢	
bd	23	西武鉄道	新宿	入曽	
bd	25	西武鉄道	新宿	狭山市	
bd	27	西武鉄道	新宿	新狭山	
bd	29	西武鉄道	新宿	南大塚	
bd	2e	西武鉄道	新宿	本川越	
be	1	西武鉄道	国分寺	国分寺	
be	3	西武鉄道	国分寺	恋ヶ窪	
be	4	西武鉄道	国分寺	鷹の台	
be	9	西武鉄道	国分寺	小川	
be	19	西武鉄道	西武園	東村山	
be	1b	西武鉄道	西武園	西武園	
be	23	広島高速交通	アストラム	祇園新橋北	
bf	1	西武鉄道	拝島	拝島	
bf	3	西武鉄道	拝島	西武立川	
bf	4	西武鉄道	拝島	武蔵砂川	
bf	6	西武鉄道	拝島	玉川上水	
bf	7	西武鉄道	拝島	東大和市	
bf	9	西武鉄道	拝島	小川	
bf	a	西武鉄道	拝島	萩山	
bf	16	西武鉄道	拝島	小平	
c0	1	西武鉄道	多摩湖	国分寺	
c0	3	西武鉄道	多摩湖	一橋学園	
c0	4	西武鉄道	多摩湖	青梅街道	
c0	a	西武鉄道	多摩湖	萩山	
c0	b	西武鉄道	多摩湖	八坂	
c0	d	西武鉄道	多摩湖	武蔵大和	
c0	e	西武鉄道	多摩湖	西武遊園地	
c0	f	西武鉄道	山口	遊園地西	
c0	11	西武鉄道	山口	西武球場前	
c0	13	西武鉄道	狭山	下山口	
c1	1	西武鉄道	西武有楽町	小竹向原	
c1	3	西武鉄道	西武有楽町	新桜台	
c1	7	西武鉄道	豊島	練馬	
c1	8	西武鉄道	豊島	豊島園	
c2	1	西武鉄道	多摩川	武蔵境	
c2	2	西武鉄道	多摩川	新小金井	
c2	4	西武鉄道	多摩川	多磨	
c2	5	西武鉄道	多摩川	白糸台	
c2	6	西武鉄道	多摩川	競艇場前	
c2	7	西武鉄道	多摩川	是政	
c4	5	首都圏新都市鉄道	つくばエクスプレス	秋葉原	
c4	7	首都圏新都市鉄道	つくばエクスプレス	新御徒町	
c4	9	首都圏新都市鉄道	つくばエクスプレス	浅草	
c4	b	首都圏新都市鉄道	つくばエクスプレス	南千住	
c4	d	首都圏新都市鉄道	つくばエクスプレス	北千住	
c4	10	首都圏新都市鉄道	つくばエクスプレス	青井	
c4	12	首都圏新都市鉄道	つくばエクスプレス	六町	
c4	15	首都圏新都市鉄道	つくばエクスプレス	八潮	
c4	18	首都圏新都市鉄道	つくばエクスプレス	三郷中央	
c4	1a	首都圏新都市鉄道	つくばエクスプレス	南流山	
c4	1c	首都圏新都市鉄道	つくばエクスプレス	流山セントラルパーク	
c4	1e	首都圏新都市鉄道	つくばエクスプレス	流山おおたかの森	
c4	21	首都圏新都市鉄道	つくばエクスプレス	柏の葉キャンパス	
c4	23	首都圏新都市鉄道	つくばエクスプレス	柏たなか	
c4	27	首都圏新都市鉄道	つくばエクスプレス	守谷	
c4	2a	首都圏新都市鉄道	つくばエクスプレス	みらい平	
c4	2d	首都圏新都市鉄道	つくばエクスプレス	みどりの	
c4	30	首都圏新都市鉄道	つくばエクスプレス	万博記念公園	
c4	33	首都圏新都市鉄道	つくばエクスプレス	研究学園	
c4	36	首都圏新都市鉄道	つくばエクスプレス	つくば	
c5	1	京王電鉄	本	新宿	
c5	2	京王電鉄	本	初台	
c5	3	京王電鉄	本	幡ケ谷	
c5	4	京王電鉄	本	笹塚	
c5	5	京王電鉄	本	代田橋	
c5	6	京王電鉄	本	明大前	
c5	7	京王電鉄	本	下高井戸	
c5	8	京王電鉄	本	桜上水	
c5	9	京王電鉄	本	上北沢	
c5	a	京王電鉄	本	八幡山	
c5	b	京王電鉄	本	芦花公園	
c5	c	京王電鉄	本	千歳烏山	
c5	d	京王電鉄	本	仙川	
c5	e	京王電鉄	本	つつじケ丘	
c5	f	京王電鉄	本	柴崎	
c5	10	京王電鉄	本	国領	
c5	11	京王電鉄	本	布田	
c5	12	京王電鉄	本	調布	
c5	13	京王電鉄	本	西調布	
c5	14	京王電鉄	本	飛田給	
c5	15	京王電鉄	本	武蔵野台	
c5	16	京王電鉄	本	多磨霊園	
c5	17	京王電鉄	本	東府中	
c5	18	京王電鉄	本	府中	
c5	19	京王電鉄	本	分倍河原	
c5	1a	京王電鉄	本	中河原	
c5	1b	京王電鉄	本	聖蹟桜ケ丘	
c5	1c	京王電鉄	本	百草園	
c5	1d	京王電鉄	本	高幡不動	
c5	1e	京王電鉄	本	南平	
c5	1f	京王電鉄	本	平山城址公園	
c5	20	京王電鉄	本	長沼	
c5	21	京王電鉄	本	北野	
c5	22	京王電鉄	本	京王八王子	
c7	1	京王電鉄	相模原	調布	
c7	2	京王電鉄	相模原	京王多摩川	
c7	3	京王電鉄	相模原	京王稲田堤	
c7	4	京王電鉄	相模原	京王よみうりランド	
c7	5	京王電鉄	相模原	稲城	
c7	6	京王電鉄	相模原	若葉台	
c7	7	京王電鉄	相模原	京王永山	
c7	8	京王電鉄	相模原	京王多摩センター	
c7	9	京王電鉄	相模原	京王堀之内	
c7	a	京王電鉄	相模原	南大沢	
c7	a	京王電鉄	相模原	南大沢	
c7	b	京王電鉄	相模原	多摩境	
c7	c	京王電鉄	相模原	橋本	
c8	1	京王電鉄	高尾	北野	
c8	2	京王電鉄	高尾	京王片倉	
c8	3	京王電鉄	高尾	山田	
c8	4	京王電鉄	高尾	めじろ台	
c8	5	京王電鉄	高尾	狭間	
c8	6	京王電鉄	高尾	高尾	
c8	7	京王電鉄	高尾	高尾山口	
c9	1	京王電鉄	競馬場	東府中	
c9	2	京王電鉄	競馬場	府中競馬正門前	
ca	1	京王電鉄	動物園	高幡不動	
ca	2	京王電鉄	動物園	多摩動物公園	
cb	1	京王電鉄	井の頭	渋谷	
cb	2	京王電鉄	井の頭	神泉	
cb	3	京王電鉄	井の頭	駒場東大前	
cb	4	京王電鉄	井の頭	池ノ上	
cb	5	京王電鉄	井の頭	下北沢	
cb	6	京王電鉄	井の頭	新代田	
cb	7	京王電鉄	井の頭	東松原	
cb	8	京王電鉄	井の頭	明大前	
cb	9	京王電鉄	井の頭	永福町	
cb	a	京王電鉄	井の頭	西永福	
cb	b	京王電鉄	井の頭	浜田山	
cb	c	京王電鉄	井の頭	高井戸	
cb	d	京王電鉄	井の頭	富士見ケ丘	
cb	e	京王電鉄	井の頭	久我山	
cb	f	京王電鉄	井の頭	三鷹台	
cb	10	京王電鉄	井の頭	井の頭公園	
cb	11	京王電鉄	井の頭	吉祥寺	
ce	2	東京急行電鉄	東急東横	桜木町	廃止
ce	3	東京急行電鉄	東急東横	高島町	廃止
ce	5	東京急行電鉄	東急東横	横浜	
ce	7	東京急行電鉄	東急東横	反町	
ce	8	東京急行電鉄	東急東横	東白楽	
ce	9	東京急行電鉄	東急東横	白楽	
ce	a	東京急行電鉄	東急東横	妙蓮寺	
ce	c	東京急行電鉄	東急東横	菊名	
ce	e	東京急行電鉄	東急東横	大倉山	
ce	f	東京急行電鉄	東急東横	綱島	
ce	11	東京急行電鉄	東急東横	日吉	
ce	12	東京急行電鉄	東急東横	元住吉	
ce	14	東京急行電鉄	東急東横	武蔵小杉	
ce	16	東京急行電鉄	東急東横	新丸子	
ce	19	東京急行電鉄	東急東横	多摩川	
ce	1a	東京急行電鉄	東急東横	田園調布	
ce	1e	東京急行電鉄	東急東横	自由が丘	
ce	1f	東京急行電鉄	東急東横	都立大学	
ce	20	東京急行電鉄	東急東横	学芸大学	
ce	21	東京急行電鉄	東急東横	祐天寺	
ce	23	東京急行電鉄	東急東横	中目黒	
ce	25	東京急行電鉄	東急東横	代官山	
ce	26	東京急行電鉄	東急東横	渋谷	
cf	12	東京急行電鉄	東急多摩川	蒲田	
cf	14	東京急行電鉄	東急多摩川	矢口渡	
cf	15	東京急行電鉄	東急多摩川	武蔵新田	
cf	16	東京急行電鉄	東急多摩川	下丸子	
cf	17	東京急行電鉄	東急多摩川	鵜の木	
cf	18	東京急行電鉄	東急多摩川	沼部	
cf	19	東京急行電鉄	東急多摩川	多摩川	
cf	1a	東京急行電鉄	東急目黒	田園調布	
cf	1b	東京急行電鉄	東急目黒	奥沢	
cf	1c	東京急行電鉄	東急目黒	大岡山	
cf	1d	東京急行電鉄	東急目黒	洗足	
cf	1e	東京急行電鉄	東急目黒	西小山	
cf	1f	東京急行電鉄	東急目黒	武蔵小山	
cf	20	東京急行電鉄	東急目黒	不動前	
cf	21	東京急行電鉄	東急目黒	目黒	
d0	2	東京急行電鉄	東急大井町	大井町	
d0	3	東京急行電鉄	東急大井町	下神明	
d0	4	東京急行電鉄	東急大井町	戸越公園	
d0	5	東京急行電鉄	東急大井町	中延	
d0	6	東京急行電鉄	東急大井町	荏原町	
d0	7	東京急行電鉄	東急大井町	旗の台	
d0	8	東京急行電鉄	東急大井町	北千束	
d0	1c	東京急行電鉄	東急大井町	大岡山	
d0	1d	東京急行電鉄	東急大井町	緑が丘	
d0	1e	東京急行電鉄	東急大井町	自由が丘	
d0	1f	東京急行電鉄	東急大井町	九品仏	
d0	20	東京急行電鉄	東急大井町	尾山台	
d0	21	東京急行電鉄	東急大井町	等々力	
d0	22	東京急行電鉄	東急大井町	上野毛	
d0	23	東京急行電鉄	東急大井町	二子玉川	
d0	24	東京急行電鉄	東急田園都市	二子新地	大井町線
d0	25	東京急行電鉄	東急田園都市	高津	大井町線
d0	27	東京急行電鉄	東急田園都市	溝の口	大井町線
d0	29	東京急行電鉄	東急田園都市	梶が谷	大井町線
d0	2a	東京急行電鉄	東急田園都市	宮崎台	大井町線
d0	2b	東京急行電鉄	東急田園都市	宮前平	大井町線
d0	2c	東京急行電鉄	東急田園都市	鷺沼	大井町線
d0	2d	東京急行電鉄	東急田園都市	たまプラーザ	大井町線
d0	2e	東京急行電鉄	東急田園都市	あざみ野	大井町線
d0	2f	東京急行電鉄	東急田園都市	江田	大井町線
d0	30	東京急行電鉄	東急田園都市	市が尾	大井町線
d0	31	東京急行電鉄	東急田園都市	藤が丘	大井町線
d0	32	東京急行電鉄	東急田園都市	青葉台	大井町線
d0	33	東京急行電鉄	東急田園都市	田奈	大井町線
d0	35	東京急行電鉄	東急田園都市	長津田	大井町線
d0	37	東京急行電鉄	東急田園都市	つくし野	大井町線
d0	39	東京急行電鉄	東急田園都市	すずかけ台	大井町線
d0	3b	東京急行電鉄	東急田園都市	南町田	大井町線
d0	3d	東京急行電鉄	東急田園都市	つきみ野	大井町線
d0	3f	東京急行電鉄	東急田園都市	中央林間	大井町線
d1	2	東京急行電鉄	東急池上	五反田	
d1	3	東京急行電鉄	東急池上	大崎広小路	
d1	4	東京急行電鉄	東急池上	戸越銀座	
d1	5	東京急行電鉄	東急池上	荏原中延	
d1	7	東京急行電鉄	東急池上	旗の台	
d1	8	東京急行電鉄	東急池上	長原	
d1	9	東京急行電鉄	東急池上	洗足池	
d1	a	東京急行電鉄	東急池上	石川台	
d1	b	東京急行電鉄	東急池上	雪が谷大塚	
d1	c	東京急行電鉄	東急池上	御嶽山	
d1	d	東京急行電鉄	東急池上	久が原	
d1	e	東京急行電鉄	東急池上	千鳥町	
d1	f	東京急行電鉄	東急池上	池上	
d1	10	東京急行電鉄	東急池上	蓮沼	
d1	12	東京急行電鉄	東急池上	蒲田	
d2	2	東京急行電鉄	東急田園都市	渋谷	新玉川線
d2	4	東京急行電鉄	東急田園都市	池尻大橋	新玉川線
d2	6	東京急行電鉄	東急田園都市	三軒茶屋	新玉川線
d2	8	東京急行電鉄	東急田園都市	駒沢大学	新玉川線
d2	a	東京急行電鉄	東急田園都市	桜新町	新玉川線
d2	c	東京急行電鉄	東急田園都市	用賀	新玉川線
d2	e	東京急行電鉄	東急田園都市	二子玉川	新玉川線
d3	6	東京急行電鉄	世田谷	三軒茶屋	
d3	8	東京急行電鉄	世田谷	西太子堂	
d3	9	東京急行電鉄	世田谷	若林	
d3	a	東京急行電鉄	世田谷	松陰神社前	
d3	b	東京急行電鉄	世田谷	世田谷	
d3	c	東京急行電鉄	世田谷	上町	
d3	d	東京急行電鉄	世田谷	宮の坂	
d3	f	東京急行電鉄	世田谷	山下	
d3	11	東京急行電鉄	世田谷	松原	
d3	12	東京急行電鉄	世田谷	下高井戸	
d3	35	横浜高速鉄道	こどもの国	長津田	
d3	37	横浜高速鉄道	こどもの国	恩田	
d3	3a	横浜高速鉄道	こどもの国	こどもの国	
d4	1	横浜高速鉄道	みなとみらい	横浜	
d4	3	横浜高速鉄道	みなとみらい	新高島	
d4	5	横浜高速鉄道	みなとみらい	みなとみらい	
d4	7	横浜高速鉄道	みなとみらい	馬車道	
d4	9	横浜高速鉄道	みなとみらい	日本大通	
d4	9	横浜高速鉄道	みなとみらい	日本大通り	
d4	b	横浜高速鉄道	みなとみらい	元町・中華街	
d5	1	京浜急行電鉄	本	泉岳寺	
d5	2	京浜急行電鉄	本	品川	
d5	3	京浜急行電鉄	本	北品川	
d5	4	京浜急行電鉄	本	新馬場	
d5	6	京浜急行電鉄	本	青物横丁	
d5	7	京浜急行電鉄	本	鮫洲	
d5	8	京浜急行電鉄	本	立会川	
d5	9	京浜急行電鉄	本	大森海岸	
d5	a	京浜急行電鉄	本	平和島	
d5	b	京浜急行電鉄	本	大森町	
d5	c	京浜急行電鉄	本	梅屋敷	
d5	d	京浜急行電鉄	本	京急蒲田	
d5	e	京浜急行電鉄	本	雑色	
d5	f	京浜急行電鉄	本	六郷土手	
d5	10	京浜急行電鉄	本	京急川崎	
d5	11	京浜急行電鉄	本	八丁畷	
d5	12	京浜急行電鉄	本	鶴見市場	
d5	13	京浜急行電鉄	本	京急鶴見	
d5	14	京浜急行電鉄	本	花月園前	
d5	15	京浜急行電鉄	本	生麦	
d5	16	京浜急行電鉄	本	京急新子安	
d5	17	京浜急行電鉄	本	子安	
d5	18	京浜急行電鉄	本	神奈川新町	
d5	19	京浜急行電鉄	本	仲木戸	
d5	1a	京浜急行電鉄	本	神奈川	
d5	1b	京浜急行電鉄	本	横浜	
d5	1c	京浜急行電鉄	本	戸部	
d5	1d	京浜急行電鉄	本	日ノ出町	
d5	1e	京浜急行電鉄	本	黄金町	
d5	1f	京浜急行電鉄	本	南太田	
d5	20	京浜急行電鉄	本	井土ヶ谷	
d5	21	京浜急行電鉄	本	弘明寺	
d5	22	京浜急行電鉄	本	上大岡	
d5	24	京浜急行電鉄	本	屏風浦	
d5	25	京浜急行電鉄	本	杉田	
d5	27	京浜急行電鉄	本	京急富岡	
d5	28	京浜急行電鉄	本	能見台	
d5	29	京浜急行電鉄	本	金沢文庫	
d5	2a	京浜急行電鉄	本	金沢八景	
d5	2b	京浜急行電鉄	本	追浜	
d5	2c	京浜急行電鉄	本	京急田浦	
